Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
P92C10,1,16:10,09:55
P156C1,1,21:55,00:35
P1C1,1,10:35,00:25
P71C1,1,21:30,01:25
P34C9,1,11:45,00:20
P22C5,1,05:50,04:30
P44C2,1,06:35,00:55
P79C2,1,16:00,03:50
P88C9,1,16:55,01:15
P115C6,1,05:45,05:35
P92C11,1,15:10,09:20
P147C11,1,12:40,00:20
P49C6,1,21:30,04:15
P190C1,1,16:15,06:45
P9C2,1,13:05,02:40
P143C11,1,16:05,10:45
P92C4,1,14:55,00:25
P118C10,1,11:00,00:25
P33C4,1,21:15,12:10
P47C2,1,16:45,03:00
P173C1,1,11:10,00:45
P207C4,1,20:05,06:40
P72C8,1,12:05,05:35
P148C7,1,10:05,00:45
P188C11,1,22:25,02:25
P192C3,1,14:10,01:10
P19C11,1,19:50,01:10
P11C4,1,17:45,11:05
P38C9,1,18:35,02:40
P213C12,1,13:55,03:40
P23C5,1,06:20,03:25
P92C7,1,22:35,03:30
P204C6,1,10:50,00:50
P113C4,1,10:25,00:35
P147C10,1,10:30,01:05
P72C9,1,19:05,07:15
P146C9,1,12:35,01:20
P178C3,1,16:15,02:10
P5C5,1,14:35,05:15
P159C5,1,08:10,05:55
P209C8,1,18:40,01:00
P158C11,1,17:45,01:35
P66C1,1,15:55,05:15
P168C5,1,18:40,05:10
P25C2,1,09:15,04:15
P96C12,1,09:40,00:35
P193C3,1,09:45,02:40
P68C5,1,17:35,02:45
P67C3,1,12:40,04:30
P30C1,1,10:35,05:00
P5C7,1,17:45,00:40
P143C5,1,19:05,00:30
P51C1,1,19:40,01:05
P63C1,1,13:30,08:05
P104C9,1,13:40,02:05
P13C11,1,13:50,07:15
P119C10,1,11:35,02:35
P34C1,1,06:45,00:25
P122C7,1,17:50,06:45
P213C2,1,19:50,01:40
P23C10,1,15:50,03:35
P90C2,1,15:45,01:10
P146C8,1,12:30,03:15
P209C11,1,18:35,12:45
P13C3,1,19:45,08:35
P112C5,1,20:50,09:55
P137C10,1,19:45,05:40
P108C6,1,18:25,12:35
P199C3,1,09:55,01:05
P121C6,1,20:10,02:45
P190C6,1,14:55,00:30
P31C3,1,19:45,02:50
P31C6,1,15:45,04:10
P170C9,1,13:40,02:35
P86C9,1,21:45,05:10
P37C3,1,04:30,00:25
P194C6,1,17:15,01:25
P77C6,1,13:45,00:55
P157C1,1,10:35,01:20
P152C6,1,18:00,09:00
P185C1,1,11:50,00:35
P129C8,1,11:10,01:30
P156C10,1,11:15,00:40
P77C7,1,13:10,00:25
P63C2,1,15:10,05:50
P186C12,1,12:05,01:50
P91C11,1,13:25,00:50
P201C5,1,15:40,02:35
P136C7,1,13:30,01:45
P127C11,1,17:45,05:35
P26C10,1,15:45,00:50
P198C4,1,15:55,00:55
P95C8,1,09:45,05:35
P214C7,1,15:00,06:25
P87C12,1,10:10,02:25
P54C12,1,21:40,00:20
P188C7,1,09:35,04:25
P117C10,1,13:40,02:15
P1C7,1,20:05,03:45
P126C7,1,06:35,01:25
P73C1,1,17:50,02:45
P109C3,1,11:40,06:20
P183C11,1,12:15,02:40
P78C6,1,11:30,03:05
P213C7,1,16:50,01:30
P127C5,1,20:05,05:05
P4C11,1,13:15,01:25
P192C5,1,13:05,08:25
P141C5,1,17:15,06:30
P205C6,1,17:20,02:40
P37C12,1,02:45,01:15
P30C8,1,18:30,00:40
P192C7,1,13:05,03:45
P143C2,1,10:15,02:10
P15C11,1,17:20,11:30
P155C7,1,04:45,03:50
P155C3,1,18:00,00:30
P209C2,1,17:00,01:05
P146C6,1,19:40,01:30
P28C4,1,10:35,06:20
P211C10,1,13:05,02:05
P7C9,1,15:10,03:00
P9C1,1,09:30,07:20
P57C1,1,10:55,01:15
P176C8,1,13:50,09:25
P110C3,1,09:40,02:20
P112C9,1,10:45,01:05
P173C3,1,09:40,01:30
P28C2,1,17:40,01:20
P63C10,1,09:30,00:35
P118C5,1,19:05,01:35
P198C9,1,03:15,01:25
P113C11,1,18:10,09:05
P5C4,1,11:05,11:15
P163C5,1,14:00,00:35
P53C5,1,16:00,01:15
P164C5,1,11:45,11:50
P82C11,1,18:40,03:10
P176C4,1,17:40,09:10
P152C7,1,22:50,01:45
P112C8,1,20:50,03:00
P30C3,1,17:00,00:20
P14C8,1,11:20,01:10
P27C6,1,16:55,00:35
P11C11,1,15:15,02:45
P25C1,1,16:30,12:00
P51C11,1,18:15,07:25
P145C1,1,22:25,00:30
P112C11,1,14:40,00:50
P4C3,1,09:00,03:45
P16C9,1,20:45,00:50
P196C8,1,18:35,00:35
P114C3,1,21:30,03:40
P44C10,1,15:10,02:20
P57C6,1,12:25,01:35
P150C12,1,17:15,05:15
P43C5,1,17:20,02:55
P116C4,1,19:10,02:00
P196C7,1,18:05,12:50
P171C10,1,03:30,00:20
P54C2,1,12:55,00:30
P100C9,1,10:30,04:25
P122C10,1,14:30,01:50
P166C6,1,23:35,03:05
P34C6,1,08:55,03:50
P203C11,1,14:45,00:25
P16C4,1,19:45,04:55
P99C2,1,16:30,10:55
P120C2,1,15:50,01:55
P113C7,1,21:35,11:40
P69C6,1,21:50,06:55
P198C10,1,05:20,01:10
P115C4,1,18:40,12:30
P80C5,1,13:40,00:20
P110C2,1,23:10,02:50
P148C12,1,10:25,03:00
P132C9,1,18:30,01:05
P60C2,1,13:55,06:45
P15C7,1,20:35,03:05
P206C5,1,16:30,02:50
P123C7,1,09:45,00:55
P46C7,1,19:05,09:55
P150C11,1,11:40,07:40
P200C2,1,18:05,04:45
P58C3,1,13:50,03:35
P159C9,1,14:00,01:20
P41C7,1,12:05,06:55
P125C11,1,08:40,02:20
P104C12,1,18:45,03:55
P184C3,1,08:35,00:50
P58C8,1,19:15,00:25
P15C6,1,06:25,00:35
P146C2,1,10:55,01:20
P153C7,1,15:10,03:45
P179C11,1,11:10,09:30
P184C12,1,11:50,04:40
P4C5,1,06:20,01:25
P52C6,1,13:50,08:45
P120C5,1,19:50,02:05
P188C8,1,05:15,10:55
P188C9,1,18:45,03:35
P109C11,1,21:35,04:20
P180C8,1,22:20,05:10
P125C5,1,11:15,10:40
P81C1,1,12:20,04:15
P97C7,1,06:35,07:00
P117C11,1,08:15,00:25
P108C5,1,09:30,09:20
P182C12,1,14:00,00:20
P198C2,1,05:20,12:55
P81C9,1,13:50,10:00
P190C2,1,19:20,03:20
P36C10,1,10:20,06:00
P27C8,1,15:00,09:10
P29C2,1,17:55,03:25
P100C7,1,15:55,01:00
P5C9,1,11:10,04:20
P186C1,1,16:30,00:40
P161C4,1,18:20,01:30
P4C7,1,12:20,04:45
P37C1,1,13:20,05:25
P70C8,1,15:15,00:25
P28C5,1,16:30,06:05
P157C12,1,11:10,03:15
P213C1,1,15:05,05:35
P184C1,1,17:40,00:50
P113C1,1,15:20,10:25
P172C6,1,07:20,00:20
P164C8,1,13:05,10:05
P176C11,1,07:40,02:00
P92C2,1,11:20,10:30
P106C9,1,10:10,01:10
P155C6,1,16:50,08:55
P62C6,1,16:35,00:30
P97C2,1,16:30,05:15
P215C3,1,06:10,01:50
P4C8,1,14:25,01:30
P114C6,1,16:50,07:40
P87C5,1,20:25,01:05
P156C7,1,10:05,12:50
P67C4,1,17:00,04:20
P173C10,1,16:00,03:35
P111C7,1,09:55,12:45
P38C1,1,14:25,06:40
P152C11,1,18:50,03:25
P117C3,1,18:30,00:50
P13C2,1,17:00,10:15
P84C10,1,14:45,02:10
P130C4,1,13:30,03:55
P177C7,1,09:45,11:40
P215C10,1,10:15,01:05
P189C3,1,13:45,00:20
P77C4,1,12:05,08:15
P206C12,1,18:05,02:00
P194C5,1,07:45,00:20
P159C1,1,23:00,01:20
P110C5,1,12:30,04:15
P119C4,1,14:15,01:15
P61C11,1,11:55,10:30
P112C3,1,21:00,00:55
P143C7,1,13:10,03:45
P164C7,1,17:25,09:30
P145C3,1,08:55,03:50
P132C8,1,12:45,04:00
P165C5,1,10:30,06:55
P67C11,1,15:15,00:55
P126C11,1,15:50,07:45
P89C3,1,13:15,08:50
P77C9,1,14:35,02:30
P82C6,1,10:25,00:55
P80C11,1,20:30,01:25
P66C10,1,13:50,04:45
P117C6,1,21:45,00:25
P85C7,1,05:35,01:05
P185C10,1,13:15,01:20
