Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
P92C10,1,04:15,03:55
P156C1,2,10:25,01:40
P1C1,2,06:55,00:20
P71C1,2,15:00,00:20
P34C9,1,17:05,11:15
P22C5,2,09:40,01:00
P44C2,1,18:15,00:35
P79C2,1,23:45,03:40
P88C9,2,08:00,01:10
P115C6,1,16:10,02:00
P92C11,2,16:15,00:55
P147C11,2,13:25,00:20
P49C6,1,15:40,09:20
P190C1,1,14:15,03:25
P9C2,1,14:25,05:40
P143C11,2,18:15,00:30
P92C4,2,12:55,00:30
P118C10,2,08:55,00:20
P33C4,2,16:05,01:15
P47C2,1,14:55,01:40
P173C1,1,13:00,01:00
P207C4,1,19:05,11:50
P72C8,1,21:35,08:10
P148C7,1,11:10,04:40
P188C11,2,12:35,00:25
P192C3,1,09:55,04:05
P19C11,2,07:30,00:20
P11C4,1,15:20,05:40
P38C9,2,07:55,00:25
P213C12,1,14:15,01:45
P23C5,2,06:45,02:05
P92C7,1,10:25,07:30
P204C6,1,14:45,01:00
P113C4,1,12:00,00:20
P147C10,2,14:25,00:35
P72C9,1,17:30,00:25
P146C9,2,16:10,00:45
P178C3,1,17:35,01:40
P5C5,2,10:50,00:30
P159C5,2,12:00,01:10
P209C8,2,19:05,00:30
P158C11,2,19:05,02:30
P66C1,2,11:35,00:40
P168C5,2,12:35,00:40
P25C2,2,21:00,00:45
P96C12,1,17:45,01:40
P193C3,1,12:50,08:35
P68C5,1,10:10,03:40
P67C3,1,09:00,01:10
P30C1,1,16:30,00:55
P5C7,2,11:40,00:20
P143C5,1,18:20,10:00
P51C1,2,17:50,00:20
P63C1,2,12:15,01:00
P104C9,2,13:15,02:20
P13C11,2,19:30,00:35
P119C10,2,15:25,00:25
P34C1,1,07:30,00:45
P122C7,1,13:35,12:20
P213C2,1,14:30,03:00
P23C10,1,12:30,00:30
P90C2,2,14:25,00:20
P146C8,1,13:05,04:20
P209C11,1,13:50,10:55
P13C3,1,23:00,02:20
P112C5,1,09:20,03:00
P137C10,2,09:20,00:40
P108C6,1,13:30,05:05
P199C3,2,14:25,00:45
P121C6,1,12:40,01:50
P190C6,1,18:45,00:20
P31C3,2,11:25,00:20
P31C6,2,15:40,00:40
P170C9,1,12:00,00:35
P86C9,1,11:50,01:05
P37C3,1,21:15,02:10
P194C6,2,10:00,00:20
P77C6,2,12:25,01:15
P157C1,2,14:20,00:20
P152C6,1,11:25,03:25
P185C1,1,21:20,01:45
P129C8,2,18:15,00:20
P156C10,2,12:55,02:10
P77C7,1,23:20,09:30
P63C2,2,19:55,00:40
P186C12,2,08:00,00:20
P91C11,1,16:10,01:10
P201C5,2,18:50,01:20
P136C7,2,09:15,01:00
P127C11,1,08:00,12:35
P26C10,1,13:05,01:30
P198C4,2,20:40,01:55
P95C8,2,10:00,01:25
P214C7,2,15:55,00:25
P87C12,2,08:20,00:30
P54C12,2,14:25,00:50
P188C7,1,08:40,01:35
P117C10,2,16:30,00:30
P1C7,2,19:10,01:10
P126C7,1,10:50,06:20
P73C1,2,11:10,02:00
P109C3,1,23:15,05:35
P183C11,2,09:20,00:20
P78C6,1,14:20,00:30
P213C7,2,06:15,00:25
P127C5,1,13:00,01:50
P4C11,2,15:15,01:45
P192C5,1,20:45,13:55
P141C5,1,19:35,12:30
P205C6,2,17:20,01:35
P37C12,1,20:25,05:30
P30C8,2,18:30,00:40
P192C7,2,13:25,00:20
P143C2,1,16:45,00:45
P15C11,1,05:50,01:15
P155C7,1,15:15,03:45
P155C3,1,16:25,02:25
P209C2,1,15:40,10:05
P146C6,1,21:30,02:00
P28C4,1,15:00,01:05
