Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
P93C3,2,08:40,00:25
P156C10,2,13:20,00:20
P1C1,2,16:50,00:25
P71C5,2,13:40,00:55
P34C11,2,16:05,01:30
P22C7,2,10:00,00:20
P44C4,2,22:45,00:50
P79C6,2,10:30,02:15
P89C2,2,10:25,01:40
P115C12,2,11:10,00:45
P93C4,2,16:05,01:20
P148C7,2,17:30,00:20
P49C8,2,18:05,00:20
P190C11,2,15:15,00:25
P9C3,2,08:10,01:00
P145C7,2,15:00,00:20
P92C9,2,12:20,00:20
P119C5,2,13:25,00:25
P33C6,2,17:45,01:55
P47C4,2,13:55,00:40
P173C10,2,17:35,00:50
P208C4,2,17:55,00:40
P72C12,2,15:50,00:30
P150C3,2,06:35,00:35
P189C10,2,19:05,00:55
P193C2,2,10:00,01:25
P19C12,2,19:05,02:00
P11C4,2,14:00,01:30
P38C11,2,16:00,01:05
P189C9,2,13:25,02:25
P23C6,2,15:20,00:30
P92C12,2,19:25,00:30
P205C6,2,12:40,00:35
P113C11,2,13:30,00:20
P148C6,2,19:25,01:40
P73C1,2,14:40,00:25
P147C5,2,13:30,00:40
P179C1,2,01:30,00:40
P5C6,2,22:35,00:55
P160C2,2,16:35,01:05
P211C8,2,15:55,01:30
P159C8,2,17:45,00:20
P66C4,2,18:40,00:20
P170C2,2,16:20,00:30
P25C3,2,17:10,00:25
P97C6,2,16:20,00:30
P194C2,2,14:40,00:50
P68C8,2,13:40,00:20
P67C7,2,14:40,00:20
P30C3,2,11:50,01:00
P5C8,2,16:50,00:35
P145C2,2,17:50,01:00
P51C4,2,21:00,00:20
P63C4,2,15:50,00:50
P105C3,2,16:25,02:30
P13C11,2,12:25,01:20
P120C5,2,10:45,00:50
P34C3,2,22:40,01:30
P123C2,2,15:55,00:20
P10RC1,2,12:55,00:50
P23C12,2,13:40,01:55
P90C7,2,12:45,00:25
P213C12,2,15:15,00:25
P211C11,2,10:35,01:30
P13C3,2,17:20,00:35
P112C12,2,15:35,00:20
P138C6,2,17:35,00:20
P108C12,2,03:25,00:30
P200C2,2,15:45,00:55
P122C1,2,12:55,00:25
P191C5,2,15:20,00:25
P31C4,2,19:40,00:30
P31C8,2,19:30,00:25
P171C6,2,07:20,02:30
P87C2,2,12:20,00:30
P37C5,2,12:00,00:20
P196C5,2,16:55,00:25
P77C11,2,15:50,00:30
P157C10,2,15:50,00:20
P153C2,2,07:40,01:45
P185C12,2,09:30,01:55
P130C4,2,18:10,01:05
P157C7,2,14:20,01:15
P209C7,2,11:50,01:05
P63C5,2,21:50,01:05
P188C11,2,15:25,00:50
P92C4,2,12:10,00:30
P202C4,2,18:30,00:25
P137C3,2,15:35,00:35
P129C7,2,18:40,00:50
P26C12,2,14:50,01:35
P199C3,2,10:50,02:10
P96C1,2,06:35,00:25
P215C7,2,18:10,01:30
P88C5,2,21:15,01:25
P55C2,2,07:55,00:25
P189C5,2,14:35,00:30
P118C5,2,20:55,00:30
P1C7,2,14:50,01:35
P127C2,2,13:15,00:25
P73C5,2,16:45,01:30
P109C9,2,06:45,02:05
P184C10,2,12:50,01:15
P78C10,2,09:15,00:40
P214C7,2,22:00,00:45
P127C12,2,17:55,00:40
P4C11,2,10:45,02:25
P193C4,2,11:00,00:20
P143C1,2,18:40,00:40
P206C6,2,11:45,00:30
P38C2,2,22:25,01:50
P30C10,2,11:05,01:00
P193C6,2,17:25,00:20
P143C11,2,12:40,00:40
P15C11,2,11:05,00:25
P156C4,2,14:35,00:40
P155C12,2,22:55,01:25
P211C2,2,13:00,00:20
P147C3,2,13:35,01:10
P28C5,2,12:50,01:05
