Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
P93C3,1,10:05,00:45
P156C10,2,16:40,02:30
P1C1,2,09:55,01:45
P71C5,1,12:00,02:25
P34C11,2,22:45,00:20
P22C7,1,21:05,02:05
P44C4,1,14:45,08:25
P79C6,1,15:15,04:05
P89C2,2,15:35,00:35
P115C12,2,07:30,00:20
P93C4,2,10:55,00:25
P148C7,1,06:10,05:40
P49C8,2,13:40,00:20
P190C11,1,07:30,02:00
P9C3,1,01:10,03:40
P145C7,2,13:45,01:10
P92C9,1,12:35,00:45
P119C5,1,23:55,03:30
P33C6,1,09:45,11:20
P47C4,2,13:05,01:15
P173C10,2,11:25,00:20
P208C4,1,14:45,01:00
P72C12,1,23:20,00:35
P150C3,2,14:05,00:20
P189C10,1,15:25,07:25
P193C2,2,21:55,00:45
P19C12,1,21:50,07:15
P11C4,1,15:25,03:05
P38C11,2,10:45,00:50
P189C9,1,13:00,01:20
P23C6,2,09:45,02:20
P92C12,2,23:35,00:55
P205C6,1,11:50,02:10
P113C11,1,22:40,01:40
P148C6,1,11:35,01:25
P73C1,2,14:50,00:30
P147C5,1,19:05,05:55
P179C1,2,18:05,01:00
P5C6,1,14:45,01:00
P160C2,2,14:25,00:20
P211C8,2,18:25,00:40
P159C8,2,21:10,01:00
P66C4,2,12:05,00:20
P170C2,1,15:50,09:00
P25C3,2,14:05,00:30
P97C6,1,18:25,07:35
P194C2,2,17:30,01:25
P68C8,1,09:15,04:15
P67C7,1,04:40,00:35
P30C3,1,19:35,02:35
P5C8,2,16:15,01:40
P145C2,1,10:20,08:35
P51C4,2,18:20,01:30
P63C4,1,21:20,03:40
P105C3,1,11:45,04:30
P13C11,2,15:10,00:35
P120C5,1,14:45,11:40
P34C3,1,05:05,00:25
P123C2,1,16:30,00:55
P10RC1,2,11:20,00:55
P23C12,2,20:15,00:25
P90C7,1,19:05,00:30
P213C12,1,17:15,10:00
P211C11,1,19:25,01:05
P13C3,2,21:05,00:30
P112C12,2,17:15,01:30
P138C6,1,18:05,08:05
P108C12,2,15:40,00:30
P200C2,1,17:45,06:40
P122C1,1,14:15,02:45
P191C5,1,16:35,01:50
P31C4,1,17:00,02:15
P31C8,2,14:55,02:00
P171C6,1,18:20,01:15
P87C2,1,19:45,00:25
P37C5,2,15:25,00:55
P196C5,1,17:55,00:45
P77C11,2,17:40,01:25
P157C10,2,12:30,02:05
P153C2,1,16:55,02:25
P185C12,1,19:50,01:40
P130C4,1,23:05,01:25
P157C7,2,13:50,00:20
P209C7,2,07:30,01:40
P63C5,1,11:40,00:30
P188C11,2,15:20,02:20
P92C4,2,14:25,00:20
P202C4,1,05:25,03:15
P137C3,1,13:10,06:55
P129C7,2,17:25,00:35
P26C12,2,11:55,00:30
P199C3,1,13:50,10:55
P96C1,2,13:45,02:30
P215C7,2,23:50,00:20
P88C5,2,14:25,02:10
P55C2,2,17:45,02:25
P189C5,1,19:45,05:40
P118C5,2,06:55,01:05
P1C7,2,18:05,00:40
P127C2,2,10:55,00:20
P73C5,1,09:55,01:05
P109C9,2,05:00,01:30
P184C10,1,08:30,05:40
P78C10,1,20:10,02:45
P214C7,2,08:20,01:30
P127C12,2,19:05,00:30
P4C11,1,22:15,00:30
P193C4,1,13:20,00:20
P143C1,2,08:35,01:30
P206C6,1,13:05,09:25
P38C2,1,16:45,04:10
P30C10,1,21:40,05:50
P193C6,2,15:05,00:20
P143C11,2,14:20,00:30
P15C11,1,14:05,04:45
P156C4,2,16:40,00:20
P155C12,1,20:55,00:35
P211C2,1,14:55,00:25
P147C3,1,16:15,02:10
P28C5,2,18:10,01:00
P5C7,1,12:05,01:40
P7C9,1,21:55,00:55
P9C2,1,11:55,03:00
P57C4,1,11:50,01:15
P177C7,2,11:10,00:20
P110C10,1,05:30,03:30
P113C3,2,12:15,00:20
P174C1,1,08:15,03:30
P28C4,1,16:30,03:25
P64C1,1,15:20,01:45
P118C12,1,20:05,01:30
P199C8,2,19:40,01:30
P114C6,1,11:35,06:25
P5C5,2,11:00,00:40
P164C3,1,17:25,03:55
P53C8,2,15:50,00:30
P165C3,2,19:20,00:20
P83C4,1,15:15,07:25
P177C2,2,10:05,02:00
P153C4,2,18:50,01:00
P214C4,1,01:55,06:50
P30C4,1,19:15,02:40
P14C9,2,15:45,01:30
P27C8,1,11:15,01:10
P11C12,2,14:05,00:20
P25C2,1,18:50,02:55
P52C2,2,08:45,00:25
P145C9,2,18:30,01:20
P113C6,1,17:45,05:35
P4C3,2,13:30,00:55
P16C10,2,08:30,00:50
P197C8,2,16:10,01:10
P114C9,2,08:05,00:45
P46C1,2,16:00,00:25
P57C9,2,13:40,00:30
P151C9,1,20:15,01:30
P43C8,2,15:25,00:30
P116C11,1,19:55,00:25
P197C7,1,09:45,05:35
P172C9,2,17:00,01:25
P54C5,2,22:20,01:25
P101C3,1,18:30,06:50
P123C6,1,16:00,02:25
P168C3,1,17:20,08:00
P34C8,1,21:40,00:20
P5C4,1,18:50,01:10
P16C5,1,16:55,11:20
P99C8,1,11:30,13:45
P120C9,2,17:00,00:55
P114C1,2,17:50,00:55
P69C10,1,13:40,02:15
P199C9,2,18:10,00:40
P115C11,1,16:50,03:45
P80C9,1,20:15,02:45
P110C9,1,03:40,04:25
P150C9,1,18:25,01:25
P133C5,1,11:30,02:00
P60C6,1,07:35,06:20
P15C8,2,13:55,02:00
P207C5,2,11:10,02:00
P125C3,1,23:20,06:20
P46C10,2,08:55,00:45
P151C8,2,16:40,01:00
P201C2,2,17:25,01:10
P58C6,2,17:15,00:20
P160C6,1,12:35,01:00
P41C10,1,08:50,04:30
P126C7,1,16:35,03:05
P105C6,2,15:00,00:20
P185C2,2,17:30,00:30
P58C11,1,21:50,05:05
P15C6,2,10:55,00:25
P146C11,2,13:35,02:30
P154C4,1,09:00,01:50
P180C10,2,15:15,00:50
P209C4,2,12:50,00:30
P4C6,2,13:40,02:30
P52C9,1,11:05,13:55
P121C1,2,18:20,01:25
P189C7,2,14:45,00:25
P207C4,2,14:35,00:45
P110C6,1,16:40,01:15
P182C7,1,12:30,05:30
P126C1,2,16:05,00:30
P81C6,2,18:30,00:40
P98C1,1,16:20,03:45
P118C6,1,22:40,03:40
P211C5,2,14:35,00:30
P183C12,1,10:00,00:45
P199C2,2,23:40,00:55
P82C2,2,06:45,00:30
P191C1,1,12:45,00:45
P36C12,1,15:20,00:50
P27C10,1,18:00,00:30
P29C4,1,16:40,02:25
P101C1,2,11:00,00:40
P5C9,1,12:10,00:50
P186C12,2,08:05,00:25
P163C2,2,18:40,00:40
P4C7,2,22:10,00:25
P37C3,2,01:55,00:35
P70C12,1,10:45,01:30
P28C6,1,12:25,12:30
P158C10,2,20:10,00:40
P214C1,1,05:45,06:20
P184C12,2,14:25,00:45
P113C8,2,15:40,00:25
P173C5,2,13:40,00:50
P165C6,2,23:15,00:20
P177C9,1,11:25,00:55
P92C7,1,17:40,07:20
P107C4,1,12:50,05:05
P206C5,2,15:05,00:50
P62C9,2,09:50,01:35
P97C8,2,23:55,00:20
P116C2,1,12:35,09:25
P4C8,2,21:35,01:05
P115C1,2,17:00,01:25
P87C10,1,14:10,00:25
P157C4,2,11:20,00:35
P67C8,2,18:20,01:25
P174C9,1,12:05,01:30
P112C2,1,11:45,08:35
P38C3,1,16:00,04:10
P153C9,2,15:15,01:10
P117C10,1,11:20,09:30
P13C2,1,16:10,02:25
P85C3,1,19:40,01:25
P130C12,2,19:50,00:25
P178C6,1,15:40,02:35
P10RC10,1,14:35,01:55
