Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
P93C3,1,11:00,13:30
P156C10,2,15:40,00:20
P1C1,1,13:00,00:30
P71C5,1,18:05,03:55
P34C11,2,18:50,02:15
P22C7,1,15:45,00:30
P44C4,1,09:40,00:25
P79C6,1,12:25,00:20
P89C2,2,22:15,00:20
P115C12,2,23:30,00:30
P93C4,2,16:15,02:00
P148C7,2,13:25,00:25
P49C8,2,13:15,00:40
P190C11,2,13:05,00:55
P9C3,1,17:15,00:55
P145C7,2,12:20,01:50
P92C9,2,19:05,00:55
P119C5,1,17:00,00:35
P33C6,2,19:05,01:00
P47C4,2,16:00,01:05
P173C10,1,16:55,01:15
P208C4,1,18:40,06:15
P72C12,1,19:30,05:35
P150C3,2,17:20,00:20
P189C10,2,14:40,00:25
P193C2,1,14:20,02:35
P19C12,2,13:15,00:20
P11C4,1,19:25,02:55
P38C11,2,22:20,01:15
P189C9,1,17:55,00:20
P23C6,2,11:10,00:30
P92C12,2,20:45,00:20
P205C6,1,17:05,02:10
P113C11,1,14:15,03:25
P148C6,1,16:35,02:40
P73C1,2,18:40,01:40
P147C5,1,16:05,10:45
P179C1,1,20:15,00:55
P5C6,2,15:50,00:50
P160C2,2,15:45,00:20
P211C8,1,12:20,00:25
P159C8,1,13:50,05:35
P66C4,1,16:40,07:25
P170C2,2,21:25,00:50
P25C3,2,10:45,00:30
P97C6,1,16:35,01:05
P194C2,1,11:10,00:45
P68C8,2,03:25,00:30
P67C7,2,20:55,01:00
P30C3,2,19:45,00:25
P5C8,2,21:05,01:30
P145C2,2,19:30,00:25
P51C4,1,22:40,11:50
P63C4,1,17:05,05:35
P105C3,2,14:20,00:55
P13C11,1,10:05,00:45
P120C5,2,16:40,02:30
P34C3,2,09:55,01:45
P123C2,1,12:00,02:25
P10RC1,2,22:45,00:20
P23C12,1,21:05,02:05
P90C7,1,14:45,08:25
P213C12,1,15:15,04:05
P211C11,2,15:35,00:35
P13C3,2,07:30,00:20
P112C12,2,10:55,00:25
P138C6,1,06:10,05:40
P108C12,2,13:40,00:20
P200C2,1,07:30,02:00
P122C1,1,01:10,03:40
P191C5,2,13:45,01:10
P31C4,1,12:35,00:45
P31C8,1,23:55,03:30
P171C6,1,09:45,11:20
P87C2,2,13:05,01:15
P37C5,2,11:25,00:20
P196C5,1,14:45,01:00
P77C11,1,23:20,00:35
P157C10,2,14:05,00:20
P153C2,1,15:25,07:25
P185C12,2,21:55,00:45
P130C4,1,21:50,07:15
P157C7,1,15:25,03:05
P209C7,2,10:45,00:50
P63C5,1,13:00,01:20
P188C11,2,09:45,02:20
P92C4,2,23:35,00:55
P202C4,1,11:50,02:10
P137C3,1,22:40,01:40
P129C7,1,11:35,01:25
P26C12,2,14:50,00:30
P199C3,1,19:05,05:55
P96C1,2,18:05,01:00
P215C7,1,14:45,01:00
P88C5,2,14:25,00:20
P55C2,2,18:25,00:40
P189C5,2,21:10,01:00
P118C5,2,12:05,00:20
P1C7,1,15:50,09:00
P127C2,2,14:05,00:30
P73C5,1,18:25,07:35
P109C9,2,17:30,01:25
P184C10,1,09:15,04:15
P78C10,1,04:40,00:35
P214C7,1,19:35,02:35
P127C12,2,16:15,01:40
P4C11,1,10:20,08:35
P193C4,2,18:20,01:30
P143C1,1,21:20,03:40
P206C6,1,11:45,04:30
P38C2,2,15:10,00:35
P30C10,1,14:45,11:40
P193C6,1,05:05,00:25
P143C11,1,16:30,00:55
P15C11,2,11:20,00:55
P156C4,2,20:15,00:25
P155C12,1,19:05,00:30
P211C2,1,17:15,10:00
P147C3,1,19:25,01:05
P28C5,2,21:05,00:30
