Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
P93C3,2,08:40,02:05
P156C10,2,15:40,00:20
P1C1,2,16:45,01:55
P71C5,2,10:00,02:20
P34C11,2,16:05,02:10
P22C7,2,11:10,00:25
P44C4,2,13:05,02:10
P79C6,2,22:15,02:15
P89C2,2,08:10,02:10
P115C12,2,16:15,00:20
P93C4,2,15:50,00:20
P148C7,2,13:55,00:20
P49C8,2,13:30,02:15
P190C11,2,22:50,02:15
P9C3,2,19:05,02:00
P145C7,2,21:25,02:10
P92C9,2,14:00,02:10
P119C5,2,20:50,00:20
P33C6,2,08:15,02:30
P47C4,2,08:00,01:55
P173C10,2,13:30,02:15
P208C4,2,15:00,00:20
P72C12,2,16:30,02:10
P150C3,2,13:15,02:05
P189C10,2,15:55,02:15
P193C2,2,13:55,02:15
P19C12,2,16:55,02:15
P11C4,2,20:45,02:05
P38C11,2,14:40,00:20
P189C9,2,17:20,00:25
P23C6,2,15:00,02:25
P92C12,2,17:50,02:20
P205C6,2,18:15,02:10
P113C11,2,15:45,00:20
P148C6,2,10:45,02:20
P73C1,2,18:45,02:10
P147C5,2,21:25,02:05
P179C1,2,14:30,01:55
P5C6,2,15:00,02:10
P160C2,2,03:25,02:10
P211C8,2,09:25,02:15
P159C8,2,21:45,00:25
P66C4,2,18:15,00:20
P170C2,2,23:30,02:05
P25C3,2,12:00,02:10
P97C6,2,09:15,02:10
P194C2,2,16:40,00:20
P68C8,2,11:40,02:15
P67C7,2,08:05,00:20
P30C3,2,12:35,00:25
P5C8,2,15:25,00:20
P145C2,2,16:00,02:20
P51C4,2,15:40,02:00
P63C4,2,14:50,02:10
P105C3,2,18:10,00:20
P13C11,2,06:10,00:20
P120C5,2,23:50,00:25
P34C3,2,14:50,02:05
P123C2,2,06:45,02:20
P10RC1,2,23:25,02:00
P23C12,2,22:00,02:15
P90C7,2,13:35,01:55
P213C12,2,07:05,02:05
P211C11,2,10:15,00:20
P13C3,2,14:55,02:00
P112C12,2,22:25,02:05
P138C6,2,16:10,00:20
P108C12,2,03:00,02:10
P200C2,2,14:35,02:25
P122C1,2,19:55,00:20
P191C5,2,13:35,02:05
P31C4,2,10:45,00:20
P31C8,2,15:30,02:10
P171C6,2,23:35,00:20
P87C2,2,21:55,02:15
P37C5,2,15:00,02:10
P196C5,2,14:50,02:05
P77C11,2,08:40,02:05
P157C10,2,18:05,02:10
P153C2,2,19:25,01:55
P185C12,2,19:50,00:20
P130C4,2,18:50,02:20
P157C7,2,17:30,02:05
P209C7,2,18:05,02:05
P63C5,2,11:35,00:20
P188C11,2,08:40,02:10
P92C4,2,12:35,00:20
P202C4,2,10:40,00:20
P137C3,2,10:10,02:15
P129C7,2,12:20,02:15
P26C12,2,15:10,00:25
P199C3,2,14:10,02:05
P96C1,2,22:30,02:10
P215C7,2,18:20,01:55
P88C5,2,10:40,02:05
P55C2,2,12:45,00:20
P189C5,2,05:30,02:05
P118C5,2,10:40,02:05
P1C7,2,02:25,02:05
P127C2,2,19:40,02:15
P73C5,2,15:35,02:05
P109C9,2,20:05,00:20
P184C10,2,18:50,00:20
P78C10,2,12:15,00:20
P214C7,2,14:55,02:05
P127C12,2,11:50,02:15
P4C11,2,14:30,00:20
P193C4,2,14:40,02:25
P143C1,2,15:15,02:10
P206C6,2,15:25,02:00
P38C2,2,16:25,00:20
P30C10,2,23:20,00:20
P193C6,2,17:35,02:00
P143C11,2,14:55,00:25
P15C11,2,21:50,02:10
P156C4,2,07:30,00:20
P155C12,2,05:50,02:10
P211C2,2,16:35,00:20
P147C3,2,13:05,00:20
P28C5,2,18:50,00:25
