Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
P93C3,2,13:15,02:05
P156C10,2,15:55,02:15
P1C1,2,13:55,02:15
P71C5,2,16:55,02:15
P34C11,2,20:45,02:05
P22C7,2,14:40,00:20
P44C4,2,17:20,00:25
P79C6,2,15:00,02:25
P89C2,2,17:50,02:20
P115C12,2,18:15,02:10
P93C4,2,15:45,00:20
P148C7,2,10:45,02:20
P49C8,2,18:45,02:10
P190C11,2,21:25,02:05
P9C3,2,14:30,01:55
P145C7,2,15:00,02:10
P92C9,2,03:25,02:10
P119C5,2,09:25,02:15
P33C6,2,21:45,00:25
P47C4,2,18:15,00:20
P173C10,2,23:30,02:05
P208C4,2,12:00,02:10
P72C12,2,09:15,02:10
P150C3,2,16:40,00:20
P189C10,2,11:40,02:15
P193C2,2,08:05,00:20
P19C12,2,12:35,00:25
P11C4,2,15:25,00:20
P38C11,2,16:00,02:20
P189C9,2,15:40,02:00
P23C6,2,14:50,02:10
P92C12,2,18:10,00:20
P205C6,2,06:10,00:20
P113C11,2,23:50,00:25
P148C6,2,14:50,02:05
P73C1,2,06:45,02:20
P147C5,2,23:25,02:00
P179C1,2,22:00,02:15
P5C6,2,13:35,01:55
P160C2,2,07:05,02:05
P211C8,2,10:15,00:20
P159C8,2,14:55,02:00
P66C4,2,22:25,02:05
P170C2,2,16:10,00:20
P25C3,2,03:00,02:10
P97C6,2,14:35,02:25
P194C2,2,19:55,00:20
P68C8,2,13:35,02:05
P67C7,2,10:45,00:20
P30C3,2,15:30,02:10
P5C8,2,23:35,00:20
P145C2,2,21:55,02:15
P51C4,2,15:00,02:10
P63C4,2,14:50,02:05
P105C3,2,08:40,02:05
P13C11,2,18:05,02:10
P120C5,2,19:25,01:55
P34C3,2,19:50,00:20
P123C2,2,18:50,02:20
P10RC1,2,17:30,02:05
P23C12,2,18:05,02:05
P90C7,2,11:35,00:20
P213C12,2,08:40,02:10
P211C11,2,12:35,00:20
P13C3,2,10:40,00:20
P112C12,2,10:10,02:15
P138C6,2,12:20,02:15
P108C12,2,15:10,00:25
P200C2,2,14:10,02:05
P122C1,2,22:30,02:10
P191C5,2,18:20,01:55
P31C4,2,10:40,02:05
P31C8,2,12:45,00:20
P171C6,2,05:30,02:05
P87C2,2,10:40,02:05
P37C5,2,02:25,02:05
P196C5,2,19:40,02:15
P77C11,2,15:35,02:05
P157C10,2,20:05,00:20
P153C2,2,18:50,00:20
P185C12,2,12:15,00:20
P130C4,2,14:55,02:05
P157C7,2,11:50,02:15
P209C7,2,14:30,00:20
P63C5,2,14:40,02:25
P188C11,2,15:15,02:10
P92C4,2,15:25,02:00
P202C4,2,16:25,00:20
P137C3,2,23:20,00:20
P129C7,2,17:35,02:00
P26C12,2,14:55,00:25
P199C3,2,21:50,02:10
P96C1,2,07:30,00:20
P215C7,2,05:50,02:10
P88C5,2,16:35,00:20
P55C2,2,13:05,00:20
P189C5,2,18:50,00:25
P118C5,2,19:20,00:20
P1C7,2,12:45,02:05
P127C2,2,13:45,02:15
P73C5,2,06:45,02:10
P109C9,2,12:00,00:20
P184C10,2,14:05,00:20
P78C10,2,12:00,02:15
P214C7,2,14:00,02:10
P127C12,2,17:00,02:00
P4C11,2,23:10,00:20
P193C4,2,09:00,02:20
P143C1,2,14:10,00:20
P206C6,2,15:10,02:10
P38C2,2,16:20,02:10
P30C10,2,19:05,02:00
P193C6,2,11:40,02:05
P143C11,2,03:40,02:15
P15C11,2,14:25,02:10
P156C4,2,15:05,00:20
P155C12,2,14:20,02:10
P211C2,2,12:35,00:20
P147C3,2,11:35,02:05
P28C5,2,06:05,02:10
P5C7,2,19:00,02:15
P7C9,2,15:10,02:10
P9C2,2,15:55,00:20
P57C4,2,03:20,00:20
P177C7,2,16:50,00:25
P110C10,2,14:20,00:20
P113C3,2,09:55,02:05
P174C1,2,08:00,02:00
P28C4,2,13:00,02:20
P64C1,2,23:10,02:10
P118C12,2,19:40,00:20
P199C8,2,11:50,00:20
P114C6,2,15:55,02:15
P5C5,2,19:20,02:05
P164C3,2,12:40,02:00
P53C8,2,18:00,00:20
P165C3,2,02:15,02:15
P83C4,2,14:00,00:20
P177C2,2,09:45,02:10
P153C4,2,16:20,00:25
P214C4,2,19:35,00:20
P30C4,2,11:05,00:20
P14C9,2,14:55,00:25
P27C8,2,15:05,02:30
P11C12,2,23:25,00:25
P25C2,2,17:20,02:15
P52C2,2,16:10,00:20
P145C9,2,07:25,00:20
P113C6,2,09:25,02:00
P4C3,2,11:45,02:10
P16C10,2,15:25,02:05
P197C8,2,16:05,02:15
P114C9,2,20:05,02:15
P46C1,2,10:00,00:25
