Customer ID,Charging Level,Start Time(HH:MM),Duration(HH:MM)
120,2,11:15,00:20
124,2,18:00,00:20
185,2,20:50,00:20
68,2,23:10,00:25
98,2,05:35,00:15
87,2,11:25,00:20
14,2,22:00,00:15
62,2,23:25,00:20
213,2,19:35,00:20
210,2,22:05,00:20
63,2,13:10,00:20
179,2,22:35,00:20
162,2,19:05,01:05
153,2,14:55,00:25
24,2,09:35,00:25
204,2,14:30,00:15
20,2,10:00,00:15
138,2,17:05,00:20
110,2,14:45,00:20
170,2,14:00,00:20
114,2,14:00,00:20
70,2,16:05,00:20
197,2,09:00,00:20
181,2,19:00,03:40
69,2,14:45,00:30
59,2,14:25,00:20
175,2,08:30,00:20
157,2,21:30,00:15
126,2,09:05,00:20
55,2,14:25,00:20
178,2,16:15,00:20
113,2,13:25,00:25
183,2,14:10,00:20
